Id,interaction,aa_A,aa_C,aa_D,aa_E,aa_F,aa_G,aa_H,aa_I,aa_K,aa_L,aa_M,aa_N,aa_P,aa_Q,aa_R,aa_S,aa_T,aa_V,aa_W,aa_Y,nt_A,nt_C,nt_G,nt_U
4JGN,1,0.04,0.016,0.048,0.056,0.064,0.08,0.032,0.032,0.04,0.088,0.016,0.04,0.04,0.04,0.08,0.112,0.064,0.048,0.032,0.032,0.0,0.3,0.3,0.4
3K61,1,0.06615776081424936,0.03307888040712468,0.06615776081424936,0.05089058524173028,0.043256997455470736,0.03816793893129771,0.02544529262086514,0.06361323155216285,0.06615776081424936,0.11195928753180662,0.03307888040712468,0.043256997455470736,0.017811704834605598,0.058524173027989825,0.05597964376590331,0.07633587786259542,0.04834605597964377,0.06870229007633588,0.007633587786259542,0.02544529262086514,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.3333333333333333
2ZH9,1,0.05263157894736842,0.013729977116704805,0.034324942791762014,0.14187643020594964,0.07322654462242563,0.06178489702517163,0.018306636155606407,0.04576659038901602,0.08237986270022883,0.08924485125858124,0.016018306636155607,0.032036613272311214,0.041189931350114416,0.006864988558352402,0.09153318077803203,0.041189931350114416,0.02517162471395881,0.08695652173913043,0.013729977116704805,0.032036613272311214,0.06060606060606061,0.36363636363636365,0.3939393939393939,0.18181818181818182
RNCMPT00257_min,0,0.06840390879478828,0.016286644951140065,0.035830618892508145,0.09446254071661238,0.05211726384364821,0.05863192182410423,0.019543973941368076,0.0781758957654723,0.048859934853420196,0.07166123778501629,0.029315960912052116,0.0781758957654723,0.05863192182410423,0.03257328990228013,0.05863192182410423,0.06514657980456026,0.05211726384364821,0.06188925081433225,0.0,0.019543973941368076,0.3684210526315789,0.10526315789473684,0.39473684210526316,0.13157894736842105
RNCMPT00127_min,0,0.078125,0.0234375,0.046875,0.0625,0.03125,0.2890625,0.0,0.015625,0.0234375,0.03125,0.015625,0.03125,0.03125,0.0,0.1328125,0.0703125,0.0234375,0.046875,0.015625,0.03125,0.3157894736842105,0.15789473684210525,0.3157894736842105,0.21052631578947367
RNCMPT00281_min,0,0.061946902654867256,0.008849557522123894,0.05604719764011799,0.09144542772861357,0.0471976401179941,0.08849557522123894,0.02064896755162242,0.04424778761061947,0.09734513274336283,0.06489675516224189,0.02359882005899705,0.035398230088495575,0.058997050147492625,0.035398230088495575,0.061946902654867256,0.032448377581120944,0.0471976401179941,0.07964601769911504,0.008849557522123894,0.035398230088495575,0.15789473684210525,0.39473684210526316,0.10526315789473684,0.34210526315789475
RNCMPT00167_min,0,0.11450381679389313,0.007633587786259542,0.06870229007633588,0.03816793893129771,0.05343511450381679,0.08396946564885496,0.015267175572519083,0.03816793893129771,0.07633587786259542,0.030534351145038167,0.04580152671755725,0.06870229007633588,0.030534351145038167,0.022900763358778626,0.05343511450381679,0.08396946564885496,0.015267175572519083,0.09923664122137404,0.0,0.05343511450381679,0.16666666666666666,0.23333333333333334,0.3333333333333333,0.26666666666666666
4NH6,1,0.04779411764705882,0.022058823529411766,0.051470588235294115,0.0625,0.04779411764705882,0.01838235294117647,0.029411764705882353,0.06985294117647059,0.05514705882352941,0.12867647058823528,0.014705882352941176,0.029411764705882353,0.08455882352941177,0.03308823529411765,0.058823529411764705,0.058823529411764705,0.06985294117647059,0.051470588235294115,0.007352941176470588,0.058823529411764705,0.13333333333333333,0.2,0.2,0.4666666666666667
RNCMPT00176_min,0,0.09116022099447514,0.011049723756906077,0.04143646408839779,0.052486187845303865,0.06077348066298342,0.10497237569060773,0.022099447513812154,0.027624309392265192,0.04696132596685083,0.055248618784530384,0.04419889502762431,0.016574585635359115,0.0856353591160221,0.03591160220994475,0.049723756906077346,0.06906077348066299,0.08287292817679558,0.06353591160220995,0.0055248618784530384,0.03314917127071823,0.2,0.37142857142857144,0.17142857142857143,0.2571428571428571
RNCMPT00217_min,0,0.07512953367875648,0.012953367875647668,0.05699481865284974,0.08290155440414508,0.05181347150259067,0.09326424870466321,0.031088082901554404,0.04145077720207254,0.02072538860103627,0.05699481865284974,0.023316062176165803,0.05181347150259067,0.06476683937823834,0.03626943005181347,0.09844559585492228,0.05958549222797927,0.04922279792746114,0.06217616580310881,0.0051813471502590676,0.025906735751295335,0.2894736842105263,0.18421052631578946,0.3684210526315789,0.15789473684210525
RNCMPT00230_min,0,0.09785202863961814,0.00954653937947494,0.05250596658711217,0.07875894988066826,0.0405727923627685,0.08591885441527446,0.01909307875894988,0.03818615751789976,0.07398568019093078,0.08353221957040573,0.01909307875894988,0.0405727923627685,0.06205250596658711,0.02386634844868735,0.05250596658711217,0.06682577565632458,0.03818615751789976,0.09307875894988067,0.002386634844868735,0.021479713603818614,0.2631578947368421,0.2894736842105263,0.13157894736842105,0.3157894736842105
RNCMPT00093_min,0,0.052256532066508314,0.009501187648456057,0.035629453681710214,0.04513064133016627,0.028503562945368172,0.171021377672209,0.014251781472684086,0.019002375296912115,0.040380047505938245,0.030878859857482184,0.030878859857482184,0.07125890736342043,0.08788598574821853,0.057007125890736345,0.035629453681710214,0.08788598574821853,0.06175771971496437,0.04275534441805225,0.019002375296912115,0.05938242280285035,0.23684210526315788,0.3684210526315789,0.23684210526315788,0.15789473684210525
RNCMPT00287_min,0,0.07017543859649122,0.0,0.05263157894736842,0.029239766081871343,0.04093567251461988,0.13450292397660818,0.017543859649122806,0.017543859649122806,0.10526315789473684,0.04678362573099415,0.005847953216374269,0.03508771929824561,0.04093567251461988,0.03508771929824561,0.05847953216374269,0.08187134502923976,0.1111111111111111,0.07602339181286549,0.011695906432748537,0.029239766081871343,0.22857142857142856,0.14285714285714285,0.4,0.22857142857142856
5ELX,1,0.07161125319693094,0.0076726342710997444,0.06649616368286446,0.05115089514066496,0.04092071611253197,0.056265984654731455,0.01278772378516624,0.07161125319693094,0.08184143222506395,0.10485933503836317,0.028132992327365727,0.043478260869565216,0.04092071611253197,0.058823529411764705,0.05115089514066496,0.04859335038363171,0.06649616368286446,0.0741687979539642,0.0025575447570332483,0.020460358056265986,0.0,0.0,0.0,1.0
RNCMPT00083_min,0,0.08950617283950617,0.0,0.040123456790123455,0.08333333333333333,0.021604938271604937,0.12037037037037036,0.006172839506172839,0.009259259259259259,0.04938271604938271,0.012345679012345678,0.012345679012345678,0.06481481481481481,0.10802469135802469,0.07407407407407407,0.12037037037037036,0.046296296296296294,0.040123456790123455,0.04938271604938271,0.0030864197530864196,0.04938271604938271,0.13333333333333333,0.3333333333333333,0.36666666666666664,0.16666666666666666
RNCMPT00289_min,0,0.07374631268436578,0.011799410029498525,0.058997050147492625,0.09734513274336283,0.04129793510324484,0.08259587020648967,0.011799410029498525,0.04424778761061947,0.08849557522123894,0.06784660766961652,0.02064896755162242,0.032448377581120944,0.06784660766961652,0.02359882005899705,0.07079646017699115,0.04424778761061947,0.038348082595870206,0.07964601769911504,0.008849557522123894,0.035398230088495575,0.13333333333333333,0.43333333333333335,0.3,0.13333333333333333
3K5Y,1,0.065,0.0325,0.0675,0.0525,0.0425,0.04,0.025,0.0625,0.065,0.1125,0.035,0.045,0.0175,0.0575,0.055,0.0775,0.0475,0.0675,0.0075,0.025,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.3333333333333333
1GTR,1,0.0661625708884688,0.01890359168241966,0.0661625708884688,0.08128544423440454,0.045368620037807186,0.05860113421550094,0.030245746691871456,0.0661625708884688,0.052930056710775046,0.07561436672967864,0.020793950850661626,0.05103969754253308,0.04914933837429111,0.02835538752362949,0.07183364839319471,0.04914933837429111,0.05103969754253308,0.062381852551984876,0.013232514177693762,0.04158790170132325,0.20270270270270271,0.3108108108108108,0.28378378378378377,0.20270270270270271
RNCMPT00141_min,0,0.14388489208633093,0.007194244604316547,0.03776978417266187,0.06654676258992806,0.03237410071942446,0.07014388489208633,0.014388489208633094,0.052158273381294966,0.050359712230215826,0.08633093525179857,0.03597122302158273,0.0341726618705036,0.05755395683453238,0.07553956834532374,0.0341726618705036,0.0539568345323741,0.052158273381294966,0.07913669064748201,0.0017985611510791368,0.014388489208633094,0.3157894736842105,0.13157894736842105,0.3684210526315789,0.18421052631578946
4TYY,1,0.0594059405940594,0.011881188118811881,0.061386138613861385,0.08316831683168317,0.05148514851485148,0.041584158415841586,0.019801980198019802,0.09504950495049505,0.10297029702970296,0.09306930693069307,0.015841584158415842,0.041584158415841586,0.039603960396039604,0.023762376237623763,0.05148514851485148,0.07128712871287128,0.04554455445544554,0.06930693069306931,0.0,0.02178217821782178,1.0,0.0,0.0,0.0
7C45,1,0.08813559322033898,0.03389830508474576,0.061016949152542375,0.05084745762711865,0.04406779661016949,0.06440677966101695,0.02711864406779661,0.03389830508474576,0.06440677966101695,0.1016949152542373,0.013559322033898305,0.020338983050847456,0.04067796610169491,0.04067796610169491,0.061016949152542375,0.061016949152542375,0.05423728813559322,0.1016949152542373,0.010169491525423728,0.02711864406779661,0.0,0.0,0.0,1.0
3Q0S,1,0.05830903790087463,0.026239067055393587,0.043731778425655975,0.06705539358600583,0.037900874635568516,0.04664723032069971,0.04956268221574344,0.0728862973760933,0.0641399416909621,0.09620991253644315,0.026239067055393587,0.03206997084548105,0.029154518950437316,0.09329446064139942,0.05830903790087463,0.04664723032069971,0.03498542274052478,0.07871720116618076,0.0,0.037900874635568516,0.25,0.25,0.125,0.375
3T5N,1,0.06028368794326241,0.014184397163120567,0.07446808510638298,0.03900709219858156,0.01773049645390071,0.06028368794326241,0.0070921985815602835,0.05319148936170213,0.07801418439716312,0.14893617021276595,0.024822695035460994,0.06028368794326241,0.024822695035460994,0.04609929078014184,0.04609929078014184,0.0851063829787234,0.06382978723404255,0.05673758865248227,0.014184397163120567,0.024822695035460994,0.16666666666666666,0.3333333333333333,0.0,0.5
RNCMPT00224_min,0,0.10377358490566038,0.0047169811320754715,0.07547169811320754,0.05188679245283019,0.05188679245283019,0.07075471698113207,0.02358490566037736,0.05660377358490566,0.06132075471698113,0.08018867924528301,0.02830188679245283,0.05660377358490566,0.07547169811320754,0.03773584905660377,0.0330188679245283,0.05660377358490566,0.03773584905660377,0.05188679245283019,0.0047169811320754715,0.03773584905660377,0.16666666666666666,0.3,0.36666666666666664,0.16666666666666666
4TZ0,1,0.05905511811023622,0.011811023622047244,0.06299212598425197,0.08464566929133858,0.051181102362204724,0.04133858267716536,0.01968503937007874,0.09448818897637795,0.10236220472440945,0.09251968503937008,0.015748031496062992,0.04330708661417323,0.03937007874015748,0.023622047244094488,0.051181102362204724,0.07086614173228346,0.045275590551181105,0.0688976377952756,0.0,0.021653543307086614,1.0,0.0,0.0,0.0
4W5N,1,0.05955334987593052,0.02729528535980149,0.04466501240694789,0.04838709677419355,0.04838709677419355,0.05583126550868486,0.03722084367245657,0.05831265508684864,0.06451612903225806,0.07320099255583126,0.02357320099255583,0.026054590570719603,0.062034739454094295,0.06575682382133995,0.06823821339950373,0.04590570719602978,0.06575682382133995,0.08560794044665013,0.007444168734491315,0.03225806451612903,0.2222222222222222,0.2777777777777778,0.05555555555555555,0.4444444444444444
4NH5,1,0.04428044280442804,0.02214022140221402,0.04797047970479705,0.06273062730627306,0.04797047970479705,0.01845018450184502,0.02952029520295203,0.07011070110701106,0.05904059040590406,0.12915129151291513,0.014760147601476014,0.033210332103321034,0.08487084870848709,0.033210332103321034,0.05904059040590406,0.055350553505535055,0.07011070110701106,0.05166051660516605,0.007380073800738007,0.05904059040590406,0.14285714285714285,0.21428571428571427,0.21428571428571427,0.42857142857142855
1KUQ,1,0.03571428571428571,0.011904761904761904,0.03571428571428571,0.09523809523809523,0.023809523809523808,0.05952380952380952,0.05952380952380952,0.047619047619047616,0.08333333333333333,0.14285714285714285,0.023809523809523808,0.011904761904761904,0.023809523809523808,0.05952380952380952,0.13095238095238096,0.03571428571428571,0.03571428571428571,0.05952380952380952,0.0,0.023809523809523808,0.10526315789473684,0.2982456140350877,0.42105263157894735,0.17543859649122806
RNCMPT00040_min,0,0.08,0.02,0.04,0.09,0.07,0.05,0.03,0.03,0.12,0.01,0.02,0.04,0.05,0.07,0.05,0.03,0.08,0.11,0.0,0.01,0.2857142857142857,0.4,0.11428571428571428,0.2
RNCMPT00161_min,0,0.05603448275862069,0.004310344827586207,0.04310344827586207,0.09482758620689655,0.034482758620689655,0.09482758620689655,0.021551724137931036,0.06896551724137931,0.0603448275862069,0.08189655172413793,0.02586206896551724,0.03879310344827586,0.021551724137931036,0.04310344827586207,0.08620689655172414,0.05603448275862069,0.04741379310344827,0.09482758620689655,0.0,0.02586206896551724,0.2,0.4,0.3,0.1
5YTS,1,0.06756756756756757,0.0,0.05405405405405406,0.08108108108108109,0.05405405405405406,0.12162162162162163,0.013513513513513514,0.04054054054054054,0.12162162162162163,0.02702702702702703,0.0,0.06756756756756757,0.013513513513513514,0.013513513513513514,0.04054054054054054,0.013513513513513514,0.08108108108108109,0.14864864864864866,0.013513513513513514,0.02702702702702703,0.0,0.5,0.0,0.5
RNCMPT00246_min,0,0.0880503144654088,0.018867924528301886,0.0220125786163522,0.06289308176100629,0.015723270440251572,0.10062893081761007,0.012578616352201259,0.11006289308176101,0.05345911949685535,0.06289308176100629,0.03459119496855346,0.031446540880503145,0.0660377358490566,0.05345911949685535,0.03773584905660377,0.10377358490566038,0.06289308176100629,0.05345911949685535,0.0,0.009433962264150943,0.3157894736842105,0.07894736842105263,0.4473684210526316,0.15789473684210525
3QGB,1,0.065,0.0325,0.0675,0.0525,0.0425,0.04,0.025,0.0625,0.065,0.1125,0.035,0.045,0.0175,0.0575,0.0525,0.0775,0.0475,0.0675,0.0075,0.0275,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.3333333333333333
2ANN,1,0.08108108108108109,0.006756756756756757,0.02027027027027027,0.06756756756756757,0.02027027027027027,0.10135135135135136,0.006756756756756757,0.11486486486486487,0.08108108108108109,0.060810810810810814,0.013513513513513514,0.033783783783783786,0.0472972972972973,0.08108108108108109,0.033783783783783786,0.060810810810810814,0.060810810810810814,0.08108108108108109,0.006756756756756757,0.02027027027027027,0.21739130434782608,0.391304347826087,0.30434782608695654,0.08695652173913043
RNCMPT00067_min,0,0.03167420814479638,0.00904977375565611,0.08597285067873303,0.07239819004524888,0.04072398190045249,0.12669683257918551,0.01809954751131222,0.02262443438914027,0.03619909502262444,0.05429864253393665,0.01809954751131222,0.01809954751131222,0.06334841628959276,0.01809954751131222,0.13574660633484162,0.07692307692307693,0.027149321266968326,0.05429864253393665,0.013574660633484163,0.07692307692307693,0.37142857142857144,0.2571428571428571,0.2571428571428571,0.11428571428571428
RNCMPT00132_min,0,0.10704960835509138,0.010443864229765013,0.031331592689295036,0.04177545691906005,0.0391644908616188,0.07049608355091384,0.005221932114882507,0.06005221932114883,0.05483028720626632,0.06788511749347259,0.013054830287206266,0.13577023498694518,0.04177545691906005,0.044386422976501305,0.03655352480417755,0.0835509138381201,0.06788511749347259,0.05483028720626632,0.005221932114882507,0.028720626631853787,0.2571428571428571,0.17142857142857143,0.34285714285714286,0.22857142857142856
RNCMPT00263_min,0,0.08095238095238096,0.004761904761904762,0.09523809523809523,0.09047619047619047,0.047619047619047616,0.10952380952380952,0.004761904761904762,0.009523809523809525,0.014285714285714285,0.05714285714285714,0.03333333333333333,0.04285714285714286,0.009523809523809525,0.047619047619047616,0.11904761904761904,0.0761904761904762,0.0380952380952381,0.09523809523809523,0.009523809523809525,0.014285714285714285,0.3,0.3,0.2,0.2
RNCMPT00283_min,0,0.06206896551724138,0.006896551724137931,0.05517241379310345,0.027586206896551724,0.041379310344827586,0.08275862068965517,0.020689655172413793,0.04827586206896552,0.05517241379310345,0.07586206896551724,0.027586206896551724,0.027586206896551724,0.06896551724137931,0.06896551724137931,0.04827586206896552,0.05517241379310345,0.09655172413793103,0.06896551724137931,0.0,0.06206896551724138,0.34210526315789475,0.21052631578947367,0.34210526315789475,0.10526315789473684
RNCMPT00008_min,0,0.062146892655367235,0.01694915254237288,0.04519774011299435,0.062146892655367235,0.03389830508474576,0.05649717514124294,0.03954802259887006,0.05084745762711865,0.1016949152542373,0.06779661016949153,0.02824858757062147,0.05649717514124294,0.05084745762711865,0.06779661016949153,0.04519774011299435,0.05649717514124294,0.04519774011299435,0.06779661016949153,0.0,0.04519774011299435,0.2571428571428571,0.14285714285714285,0.5142857142857142,0.08571428571428572
4D26,1,0.07209302325581396,0.011627906976744186,0.06279069767441861,0.05581395348837209,0.04883720930232558,0.06744186046511629,0.020930232558139535,0.07441860465116279,0.05581395348837209,0.08139534883720931,0.027906976744186046,0.046511627906976744,0.044186046511627906,0.044186046511627906,0.06046511627906977,0.06279069767441861,0.053488372093023255,0.08604651162790698,0.0,0.023255813953488372,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.3333333333333333
3Q0Q,1,0.05830903790087463,0.026239067055393587,0.043731778425655975,0.06705539358600583,0.037900874635568516,0.04664723032069971,0.04956268221574344,0.0728862973760933,0.0641399416909621,0.09620991253644315,0.026239067055393587,0.03206997084548105,0.029154518950437316,0.09329446064139942,0.05830903790087463,0.04664723032069971,0.03498542274052478,0.07871720116618076,0.0,0.037900874635568516,0.5,0.0,0.125,0.375
RNCMPT00182_min,0,0.06932773109243698,0.008403361344537815,0.03991596638655462,0.025210084033613446,0.0273109243697479,0.09243697478991597,0.052521008403361345,0.029411764705882353,0.03361344537815126,0.06932773109243698,0.037815126050420166,0.07563025210084033,0.07142857142857142,0.12815126050420167,0.037815126050420166,0.0861344537815126,0.04201680672268908,0.03361344537815126,0.0,0.03991596638655462,0.21052631578947367,0.39473684210526316,0.2631578947368421,0.13157894736842105
RNCMPT00172_min,0,0.07772020725388601,0.010362694300518135,0.03281519861830743,0.07772020725388601,0.027633851468048358,0.06735751295336788,0.02072538860103627,0.07944732297063903,0.08117443868739206,0.07772020725388601,0.013816925734024179,0.04145077720207254,0.07081174438687392,0.07253886010362694,0.044905008635578586,0.06563039723661486,0.05181347150259067,0.06563039723661486,0.0034542314335060447,0.017271157167530225,0.2631578947368421,0.3157894736842105,0.18421052631578946,0.23684210526315788
RNCMPT00219_min,0,0.09541984732824428,0.022900763358778626,0.04961832061068702,0.04580152671755725,0.03816793893129771,0.0648854961832061,0.04580152671755725,0.04198473282442748,0.061068702290076333,0.05725190839694656,0.011450381679389313,0.03816793893129771,0.05725190839694656,0.04961832061068702,0.05725190839694656,0.10305343511450382,0.06870229007633588,0.07633587786259542,0.003816793893129771,0.011450381679389313,0.2571428571428571,0.22857142857142856,0.4,0.11428571428571428
RNCMPT00229_min,0,0.08902077151335312,0.008902077151335312,0.04451038575667656,0.05637982195845697,0.04451038575667656,0.10682492581602374,0.02373887240356083,0.026706231454005934,0.03857566765578635,0.04451038575667656,0.020771513353115726,0.04747774480712166,0.0712166172106825,0.0712166172106825,0.050445103857566766,0.050445103857566766,0.05637982195845697,0.0771513353115727,0.017804154302670624,0.05341246290801187,0.34285714285714286,0.2571428571428571,0.2571428571428571,0.14285714285714285
RNCMPT00012_min,0,0.06227106227106227,0.03663003663003663,0.08791208791208792,0.05128205128205128,0.05860805860805861,0.08058608058608059,0.014652014652014652,0.05128205128205128,0.047619047619047616,0.08424908424908426,0.018315018315018316,0.02197802197802198,0.0695970695970696,0.047619047619047616,0.054945054945054944,0.0695970695970696,0.02197802197802198,0.07326007326007326,0.007326007326007326,0.040293040293040296,0.2,0.17142857142857143,0.42857142857142855,0.2
1SJ4,1,0.06315789473684211,0.0,0.05263157894736842,0.042105263157894736,0.06315789473684211,0.031578947368421054,0.021052631578947368,0.10526315789473684,0.11578947368421053,0.07368421052631578,0.042105263157894736,0.05263157894736842,0.042105263157894736,0.042105263157894736,0.06315789473684211,0.08421052631578947,0.042105263157894736,0.031578947368421054,0.0,0.031578947368421054,0.136986301369863,0.3424657534246575,0.3424657534246575,0.1780821917808219
RNCMPT00120_min,0,0.09269662921348315,0.011235955056179775,0.03089887640449438,0.047752808988764044,0.03651685393258427,0.08426966292134831,0.0,0.05056179775280899,0.056179775280898875,0.10112359550561797,0.019662921348314606,0.07865168539325842,0.047752808988764044,0.0449438202247191,0.0449438202247191,0.08707865168539326,0.06179775280898876,0.06741573033707865,0.0056179775280898875,0.03089887640449438,0.23333333333333334,0.3,0.3333333333333333,0.13333333333333333
RNCMPT00090_min,0,0.05434782608695652,0.010869565217391304,0.10869565217391304,0.05434782608695652,0.06521739130434782,0.05434782608695652,0.010869565217391304,0.043478260869565216,0.021739130434782608,0.06521739130434782,0.010869565217391304,0.03260869565217391,0.05434782608695652,0.043478260869565216,0.15217391304347827,0.03260869565217391,0.043478260869565216,0.07608695652173914,0.010869565217391304,0.05434782608695652,0.2,0.3,0.3333333333333333,0.16666666666666666
RNCMPT00043_min,0,0.08695652173913043,0.00966183574879227,0.05314009661835749,0.07729468599033816,0.06038647342995169,0.07246376811594203,0.00966183574879227,0.04589371980676329,0.0966183574879227,0.06521739130434782,0.033816425120772944,0.050724637681159424,0.033816425120772944,0.036231884057971016,0.06038647342995169,0.07004830917874397,0.028985507246376812,0.07246376811594203,0.0024154589371980675,0.033816425120772944,0.10256410256410256,0.1282051282051282,0.38461538461538464,0.38461538461538464
2XZO,1,0.0701468189233279,0.01794453507340946,0.04730831973898858,0.05546492659053834,0.03425774877650897,0.06525285481239804,0.022838499184339316,0.057096247960848286,0.06688417618270799,0.10603588907014681,0.021207177814029365,0.037520391517128875,0.048939641109298535,0.06688417618270799,0.053833605220228384,0.05872756933115824,0.04567699836867863,0.07830342577487764,0.008156606851549755,0.037520391517128875,0.0,0.0,0.0,1.0
RNCMPT00202_min,0,0.03806228373702422,0.006920415224913495,0.05536332179930796,0.04844290657439446,0.04152249134948097,0.02768166089965398,0.01730103806228374,0.10726643598615918,0.11418685121107267,0.04498269896193772,0.04498269896193772,0.17993079584775087,0.03460207612456748,0.02422145328719723,0.01730103806228374,0.04844290657439446,0.05536332179930796,0.03806228373702422,0.0,0.05536332179930796,0.3684210526315789,0.23684210526315788,0.23684210526315788,0.15789473684210525
6KUG,1,0.0684931506849315,0.0,0.0547945205479452,0.0821917808219178,0.0547945205479452,0.1232876712328767,0.0136986301369863,0.0410958904109589,0.1095890410958904,0.0273972602739726,0.0,0.0684931506849315,0.0136986301369863,0.0136986301369863,0.0410958904109589,0.0136986301369863,0.0821917808219178,0.1506849315068493,0.0136986301369863,0.0273972602739726,0.0,0.5,0.25,0.25
2DR9,1,0.05263157894736842,0.013729977116704805,0.034324942791762014,0.14187643020594964,0.07322654462242563,0.06178489702517163,0.018306636155606407,0.04576659038901602,0.08237986270022883,0.08924485125858124,0.016018306636155607,0.032036613272311214,0.041189931350114416,0.006864988558352402,0.09153318077803203,0.041189931350114416,0.02517162471395881,0.08695652173913043,0.013729977116704805,0.032036613272311214,0.058823529411764705,0.4117647058823529,0.38235294117647056,0.14705882352941177
RNCMPT00251_min,0,0.10284463894967177,0.030634573304157548,0.05470459518599562,0.04814004376367615,0.0525164113785558,0.06783369803063458,0.024070021881838075,0.0437636761487965,0.030634573304157548,0.09190371991247265,0.028446389496717725,0.03282275711159737,0.045951859956236324,0.037199124726477024,0.06345733041575492,0.08533916849015317,0.05470459518599562,0.0787746170678337,0.006564551422319475,0.019693654266958426,0.23333333333333334,0.16666666666666666,0.3,0.3
2F8K,1,0.05952380952380952,0.0,0.08333333333333333,0.047619047619047616,0.011904761904761904,0.047619047619047616,0.011904761904761904,0.07142857142857142,0.11904761904761904,0.17857142857142858,0.023809523809523808,0.023809523809523808,0.047619047619047616,0.0,0.05952380952380952,0.08333333333333333,0.03571428571428571,0.023809523809523808,0.023809523809523808,0.047619047619047616,0.3125,0.125,0.125,0.4375
1SJF,1,0.06315789473684211,0.0,0.05263157894736842,0.042105263157894736,0.06315789473684211,0.031578947368421054,0.021052631578947368,0.10526315789473684,0.11578947368421053,0.07368421052631578,0.042105263157894736,0.05263157894736842,0.042105263157894736,0.042105263157894736,0.06315789473684211,0.08421052631578947,0.042105263157894736,0.031578947368421054,0.0,0.031578947368421054,0.14864864864864866,0.33783783783783783,0.33783783783783783,0.17567567567567569
RNCMPT00265_min,0,0.07671232876712329,0.005479452054794521,0.052054794520547946,0.07671232876712329,0.005479452054794521,0.1178082191780822,0.019178082191780823,0.07945205479452055,0.04657534246575343,0.06301369863013699,0.030136986301369864,0.04657534246575343,0.038356164383561646,0.043835616438356165,0.06027397260273973,0.07123287671232877,0.07397260273972603,0.06301369863013699,0.005479452054794521,0.024657534246575342,0.10256410256410256,0.1282051282051282,0.4358974358974359,0.3333333333333333
RNCMPT00241_min,0,0.06092436974789916,0.014705882352941176,0.0546218487394958,0.07142857142857142,0.052521008403361345,0.07142857142857142,0.01680672268907563,0.046218487394957986,0.06722689075630252,0.06932773109243698,0.018907563025210083,0.03361344537815126,0.05672268907563025,0.052521008403361345,0.06092436974789916,0.09033613445378151,0.03571428571428571,0.08403361344537816,0.004201680672268907,0.037815126050420166,0.23684210526315788,0.21052631578947367,0.23684210526315788,0.3157894736842105
RNCMPT00100_min,0,0.07364341085271318,0.011627906976744186,0.03875968992248062,0.050387596899224806,0.050387596899224806,0.10852713178294573,0.01937984496124031,0.03488372093023256,0.09302325581395349,0.06201550387596899,0.027131782945736434,0.04263565891472868,0.05813953488372093,0.05813953488372093,0.03875968992248062,0.06589147286821706,0.07364341085271318,0.08139534883720931,0.003875968992248062,0.007751937984496124,0.2,0.37142857142857144,0.17142857142857143,0.2571428571428571
1SJ3,1,0.06315789473684211,0.0,0.05263157894736842,0.042105263157894736,0.06315789473684211,0.031578947368421054,0.021052631578947368,0.10526315789473684,0.11578947368421053,0.07368421052631578,0.042105263157894736,0.05263157894736842,0.042105263157894736,0.042105263157894736,0.06315789473684211,0.08421052631578947,0.042105263157894736,0.031578947368421054,0.0,0.031578947368421054,0.136986301369863,0.3424657534246575,0.3424657534246575,0.1780821917808219
RNCMPT00187_min,0,0.13721413721413722,0.014553014553014554,0.037422037422037424,0.035343035343035345,0.04781704781704782,0.11226611226611227,0.02494802494802495,0.02494802494802495,0.0395010395010395,0.09355509355509356,0.02494802494802495,0.02494802494802495,0.09355509355509356,0.07276507276507277,0.04573804573804574,0.056133056133056136,0.04158004158004158,0.0498960498960499,0.0,0.02286902286902287,0.2894736842105263,0.2894736842105263,0.18421052631578946,0.23684210526315788
RNCMPT00279_min,0,0.08529411764705883,0.020588235294117647,0.05,0.09411764705882353,0.03235294117647059,0.08235294117647059,0.01764705882352941,0.05,0.061764705882352944,0.061764705882352944,0.03823529411764706,0.03823529411764706,0.05588235294117647,0.029411764705882353,0.06764705882352941,0.020588235294117647,0.041176470588235294,0.08823529411764706,0.008823529411764706,0.05588235294117647,0.17142857142857143,0.3142857142857143,0.2857142857142857,0.22857142857142856
RNCMPT00169_min,0,0.05405405405405406,0.010810810810810811,0.06486486486486487,0.0972972972972973,0.043243243243243246,0.07567567567567568,0.02702702702702703,0.043243243243243246,0.10810810810810811,0.10270270270270271,0.04864864864864865,0.032432432432432434,0.05945945945945946,0.03783783783783784,0.043243243243243246,0.043243243243243246,0.021621621621621623,0.05945945945945946,0.0,0.02702702702702703,0.34210526315789475,0.21052631578947367,0.2631578947368421,0.18421052631578946
RNCMPT00003_min,0,0.12251655629139073,0.014900662251655629,0.04470198675496689,0.03145695364238411,0.041390728476821195,0.057947019867549666,0.014900662251655629,0.041390728476821195,0.056291390728476824,0.08774834437086093,0.028145695364238412,0.09437086092715231,0.052980132450331126,0.056291390728476824,0.02152317880794702,0.09933774834437085,0.061258278145695365,0.056291390728476824,0.0033112582781456954,0.013245033112582781,0.3157894736842105,0.47368421052631576,0.10526315789473684,0.10526315789473684
